employee_id,employee_name,region,hire_date,monthly_salary,monthly_sales,num_clients_handled,performance_rating,incentive_percent,department_id,department,annual_budget,head_of_department
1309,Benjamin Baker,North,13-10-2020,42459,333382,27,5,5,4,,,
1310,Jesse Stewart,East,25-11-2019,116641,36107,30,5,0,1,,,
1311,Rachel Eaton,South,13-06-2020,115000,292344,3,5,5,5,,,
1312,Kyle Robinson II,East,25-02-2019,62554,287452,46,2,20,3,,,
1313,Lacey Santos,East,25-01-2021,100313,80669,45,2,20,2,,,
1314,Lonnie Wood,East,22-02-2017,106968,482448,27,5,10,2,,,
1315,Mark Ortiz,West,12-12-2016,44271,482800,38,5,0,3,,,
1316,David Flores,South,03-06-2018,33801,337378,36,4,15,6,,,
1317,Sean Shelton,South,28-10-2022,102593,156632,1,2,15,2,,,
1318,Holly Smith,South,06-11-2023,56511,413620,35,5,15,4,,,
1319,Katherine Mullins,South,03-10-2022,103046,153920,12,1,10,1,,,
1320,Stanley Blackwell,South,26-10-2021,103635,107412,35,2,0,4,,,
1321,Charles Wright,North,17-12-2023,110729,84309,18,2,5,2,,,
1322,Kimberly Lopez,North,06-03-2020,85233,353923,46,1,5,5,,,
1323,Debra James,North,23-02-2016,50011,212870,37,5,10,1,,,
1324,Timothy Briggs,East,11-05-2017,92963,476570,23,3,20,1,,,
1325,George Buchanan,East,13-05-2022,78900,419330,33,2,15,3,,,
1326,Julie Mcgee,South,24-10-2017,50764,90564,14,5,20,3,,,
1327,Nancy Lozano,West,21-07-2017,81694,357621,44,1,5,5,,,
1328,Latoya Berg,South,21-01-2021,99986,263110,1,1,10,6,,,
1329,Brent Martinez,North,12-06-2020,110085,464089,27,2,20,1,,,
1330,Bianca Hull,South,15-01-2024,36960,241758,24,1,5,5,,,
1331,Kirsten Zamora,East,03-12-2021,46583,359745,2,1,10,3,,,
1332,Sonia Robinson,South,02-10-2020,102532,400836,12,5,15,3,,,
1333,Carol Hampton,North,30-10-2016,114103,201100,13,1,0,1,,,
1334,Anne Bradley,South,22-08-2020,44201,92150,27,3,5,4,,,
1335,Rebecca Miller,East,20-10-2016,100579,114758,20,5,0,2,,,
1336,Ralph Acosta,West,17-06-2020,90019,28267,47,5,10,3,,,
1337,Kimberly Roy,North,26-05-2022,50420,464658,48,2,5,6,,,
1338,Angela Lee,South,22-02-2016,70602,216711,37,5,15,6,,,
1339,Melissa Bryant,East,24-05-2018,82645,343711,34,2,15,3,,,
1340,Erin Walker,North,22-03-2022,83124,199100,6,1,10,4,,,
1341,Melissa Cowan,North,06-09-2016,79031,472928,8,4,0,4,,,
1342,Robin Perry,East,14-05-2020,42629,413363,21,3,20,5,,,
1343,Jaime Coffey,South,14-11-2020,87731,112787,39,3,15,6,,,
1344,Patrick Odonnell,South,03-05-2019,58675,457290,21,1,0,5,,,
1345,Harry Wolf,South,25-06-2022,31662,306280,45,4,0,6,,,
1346,Andrew Pittman,North,22-12-2020,110270,208874,6,5,5,2,,,
1347,Dr. Ian Taylor Jr.,West,04-08-2016,37589,289179,41,4,20,2,,,
1348,Robert Thomas,North,15-11-2020,79364,110414,44,5,10,1,,,
1349,Carol Lopez,South,07-04-2019,34655,286919,30,5,15,5,,,
1350,Eric Orozco MD,North,01-09-2023,104285,439082,10,5,20,3,,,
1351,Jennifer Parrish,West,13-08-2020,40797,143827,11,4,0,5,,,
1352,Joshua Velasquez,North,25-06-2017,36645,443532,1,1,20,3,,,
1353,Meagan Wyatt,East,24-03-2018,107431,333223,10,5,5,4,,,
1354,Julie Soto,South,24-06-2022,64762,227040,25,1,5,5,,,
1355,Christopher Harper,South,06-01-2023,77634,105995,16,5,0,4,,,
1356,Jonathan Gray,South,16-04-2024,51432,220167,19,1,0,2,,,
1357,Emma Vargas,North,16-10-2022,77890,27561,10,1,10,2,,,
1358,Angela Hunter,North,07-04-2022,112394,353061,47,1,15,1,,,
1359,Amanda Edwards,North,05-09-2020,89111,443733,14,2,15,5,,,
1360,Ashley Morgan,South,04-11-2015,103769,297762,3,4,20,4,,,
1361,Mallory Anderson,North,22-06-2019,73611,28940,4,5,15,3,,,
1362,Vincent Gonzales,South,04-08-2019,56671,284020,40,5,0,2,,,
1363,Patrick Short,North,30-03-2016,66760,57777,33,2,20,2,,,
1364,Michael Alexander,South,21-01-2023,58233,65946,20,1,15,3,,,
1365,Rachel Murphy,East,19-05-2024,67591,414343,15,1,10,4,,,
1366,Paul Warren,North,21-07-2023,97804,445799,7,5,0,4,,,
1367,Rick Williams,South,07-10-2022,80091,279740,44,3,0,5,,,
1368,Krista Morris,East,30-09-2023,34438,290612,3,5,15,5,,,
1369,Tiffany Williams,East,03-08-2022,114905,266406,27,5,10,6,,,
1370,Olivia Martinez,West,03-11-2023,75896,290999,37,2,10,6,,,
1371,Kelly Guzman,North,05-03-2024,41319,227770,29,1,5,1,,,
1372,John Chambers,South,30-03-2024,110258,40467,26,4,0,2,,,
1373,Kevin Miller,West,02-09-2017,36028,487521,27,5,0,5,,,
1374,Christopher Davis,North,19-11-2023,55940,149229,25,5,15,4,,,
1375,Anna Baker,East,05-03-2017,38422,117790,40,4,15,3,,,
1376,Trevor Johnson,North,20-09-2017,81651,120564,43,2,10,4,,,
1377,Allison Wallace,South,07-05-2016,89648,141990,30,3,0,2,,,
1378,Carlos Farmer,East,16-11-2019,73441,483854,44,2,15,6,,,
1379,Eric Lam,West,28-04-2018,50688,14747,20,5,10,4,,,
1380,Amanda Garner,North,10-08-2022,76280,499027,7,2,0,1,,,
1381,Andrew Adams,North,09-09-2018,44472,52563,29,4,5,2,,,
1382,Trevor Jordan,West,10-03-2022,110436,496323,46,2,0,6,,,
1383,William Rios,North,16-09-2017,65671,75192,34,5,5,3,,,
1384,Catherine Davenport,North,28-12-2017,90809,130424,26,4,0,6,,,
1385,Isaiah Hartman,North,29-09-2017,103299,425181,27,4,10,1,,,
1386,Rickey Griffin,East,22-11-2018,40960,332874,44,5,0,2,,,
1387,Alicia Long,East,02-03-2022,106620,453449,9,5,15,3,,,
1388,Jennifer Russell,South,27-12-2022,32074,215175,22,5,10,1,,,
1389,Alexa Ingram,North,02-03-2018,103361,378314,12,3,5,6,,,
1390,Rachel Castillo,South,31-03-2020,64833,427223,6,5,0,1,,,
1391,Theresa Murray,East,11-10-2023,65976,344230,6,2,5,2,,,
1392,Erin Franklin,North,04-03-2018,100210,380048,27,1,15,5,,,
1393,Michael Smith,South,22-04-2019,95658,356167,19,3,10,1,,,
1394,Veronica Hansen,North,16-02-2022,80108,271578,6,3,5,1,,,
1395,Lauren Knight,North,17-06-2022,51480,303338,49,1,20,6,,,
1396,David Patel,West,08-10-2018,80138,359699,17,2,0,6,,,
1397,Brittany Rivera,South,21-10-2018,39443,163372,29,3,5,3,,,
1398,Steven Johnson,East,31-12-2019,99969,296736,23,3,20,6,,,
1399,James Ferrell,South,13-03-2024,30990,370880,17,5,20,4,,,
1400,Timothy Sherman,South,23-05-2021,101092,325346,21,4,15,2,,,
1401,Reginald Robinson,South,06-04-2024,91336,436220,10,3,5,2,,,
1402,Sandra Johnson,West,01-01-2021,59097,469058,43,2,15,5,,,
1403,Jordan Scott,North,21-02-2019,100245,327177,8,4,0,5,,,
1404,Julie Stewart,East,09-01-2016,119893,481472,14,1,10,2,,,
1405,Jonathan Lawrence,West,01-05-2019,49186,239399,31,3,20,5,,,
1406,Brooke Webster,East,27-04-2018,81356,457787,18,2,5,3,,,
1407,Lindsay Jones,West,28-06-2023,114744,335235,47,1,0,6,,,
1408,Karen Farmer,North,13-07-2019,118015,381949,30,5,5,2,,,
1409,Samuel Martinez,East,03-11-2018,42922,117509,18,5,20,5,,,
1410,Charlotte Wilson,South,24-09-2020,60766,190904,25,4,10,2,,,
1411,Miss Michele Shah,West,29-08-2019,49787,265800,49,1,0,4,,,
1412,James Haas,East,02-09-2016,52537,175355,37,4,20,1,,,
1413,Connie Lawson,North,11-05-2017,105919,289479,25,1,0,6,,,
1414,Kayla George,East,28-10-2015,83034,146479,30,1,5,2,,,
1415,Nicole Becker,West,17-04-2018,75542,10414,30,5,20,1,,,
1416,Steven Rice,North,28-06-2016,33207,244224,36,4,20,5,,,
1417,Nathan Mcmillan,South,28-05-2018,58234,101535,11,5,20,1,,,
1418,Jennifer Weaver,West,04-09-2020,60568,342651,48,1,10,6,,,
1419,Lisa Clay,West,28-06-2022,98633,287289,39,5,20,2,,,
1420,Tracey Best,North,07-08-2022,114558,146057,27,4,0,4,,,
1421,Jessica Webster,West,22-11-2019,84703,362033,16,4,20,5,,,
1422,Andrea Lopez,East,11-08-2015,82623,279794,38,2,10,2,,,
1423,Megan Robinson,South,02-11-2023,83454,490506,32,5,10,6,,,
1424,Thomas Fernandez,East,17-10-2023,111504,481716,29,2,5,5,,,
1425,Lindsey Jackson,North,30-04-2019,106685,315551,10,1,0,3,,,
1426,Jason Mitchell,West,28-02-2018,90631,172644,30,5,15,1,,,
1427,Andrew Cruz,South,23-12-2016,105253,200604,11,3,0,6,,,
1428,Thomas Vincent,North,28-10-2017,46642,98441,15,2,15,3,,,
1429,Tony Williams,East,14-02-2016,109176,103303,44,4,0,2,,,
1430,Shawn Thompson,West,09-11-2021,112373,359521,23,2,20,4,,,
1431,Timothy Wilson,West,01-03-2016,38990,223441,48,5,15,5,,,
1432,Rachel Cummings,North,26-09-2023,83622,250503,23,2,0,1,,,
1433,John Hughes,East,13-09-2017,81663,115632,7,4,5,5,,,
1434,Jordan King,West,02-11-2020,34170,168824,14,2,10,2,,,
1435,Deborah Roman,East,05-08-2015,54817,481889,9,2,0,5,,,
1436,Rachel Bradshaw,South,18-02-2018,35136,164084,28,3,0,1,,,
1437,Dr. Christina Dickerson,West,13-08-2022,31712,132274,6,1,10,2,,,
1438,Heather Olson,South,06-07-2019,103687,22708,43,4,15,5,,,
1439,Christopher Price,West,08-04-2018,82479,156123,45,1,15,4,,,
1440,Sally Lee,North,15-05-2023,40473,299319,22,3,20,6,,,
1441,Denise Smith,West,11-05-2017,110839,29335,18,5,20,2,,,
1442,Stephanie Harris,West,23-02-2019,115031,258885,44,5,20,6,,,
1443,Kyle Wong,East,26-07-2017,51625,459112,38,3,5,2,,,
1444,Samantha Clark,East,18-10-2017,43761,142609,22,5,10,4,,,
1445,Randy Brown,South,07-02-2020,104454,111472,9,5,15,6,,,
1446,Patricia Ochoa,South,08-09-2017,31821,408903,18,2,5,3,,,
1447,Ethan Jacobs,South,05-03-2023,78646,26352,21,2,20,1,,,
1448,Tricia Logan,West,11-10-2020,66200,388727,15,2,10,3,,,
1449,Laura Williams,West,02-08-2022,113889,312715,9,3,20,5,,,
1450,Anthony Gonzalez,South,13-09-2018,78250,182216,42,5,0,4,,,
1451,Haley Martinez,North,14-12-2021,114304,371904,2,1,20,3,,,
1452,Cody Blake,North,31-03-2018,66447,109798,14,4,10,2,,,
1453,Christina Brown,West,15-08-2020,59184,211668,21,5,15,5,,,
1454,Scott Aguirre,North,20-07-2023,79754,199564,43,3,10,5,,,
1455,Mr. Jeremy Brown,North,21-02-2018,46811,234589,45,2,15,3,,,
1456,Abigail Moore,South,10-01-2021,56595,281623,34,4,10,3,,,
1457,Jennifer Moore,North,10-12-2022,47757,498275,7,4,10,4,,,
1458,Joel Smith,North,27-10-2018,41954,298958,15,4,15,1,,,
1459,Sean Morgan,West,01-06-2018,91349,20065,39,1,0,3,,,
1460,Barbara Cobb,West,08-03-2016,67930,297964,12,2,10,3,,,
1461,Susan Smith,West,27-05-2022,118760,413654,7,2,10,6,,,
1462,Stephanie Brown,North,27-08-2023,33811,32871,5,2,5,2,,,
1463,Brittany Thomas,South,12-09-2015,60368,321469,47,2,20,6,,,
1464,Caroline Moore,East,24-01-2019,62719,243688,39,5,5,6,,,
1465,Jessica Andrews,West,10-09-2018,38637,291805,23,4,10,5,,,
1466,Hannah Smith,West,23-03-2016,42133,487157,28,4,10,1,,,
1467,Walter Myers,West,07-03-2023,76986,326994,34,4,10,2,,,
1468,Matthew Farmer,South,16-05-2016,58871,273540,25,3,0,4,,,
1469,Erin Barber,East,08-04-2017,71472,10173,2,2,5,4,,,
1470,Samuel Ramirez,East,23-04-2017,88333,393053,9,5,20,3,,,
1471,Rachael Choi,West,05-08-2015,85508,185426,34,5,0,3,,,
1472,Ann Jacobs,North,15-08-2021,31401,288057,46,3,15,4,,,
1473,Thomas Vega,West,07-05-2024,40004,201039,47,3,10,3,,,
1474,Denise Marshall,West,11-01-2019,65301,230543,32,4,0,1,,,
1475,Andrea Schultz,North,26-09-2022,35901,86616,12,4,15,6,,,
1476,Marissa Wells,North,17-01-2016,99621,241622,19,4,10,3,,,
1477,Tracy Bauer,West,10-09-2021,97751,393577,47,4,0,5,,,
1478,Jennifer Taylor,South,30-09-2018,78809,94998,38,4,10,3,,,
1479,Hannah Spencer,South,30-10-2023,111299,72726,10,2,5,2,,,
1480,Beth Smith,North,17-05-2018,88171,258811,10,5,10,1,,,
1481,Kathryn Lee,West,28-05-2019,97720,457097,35,2,20,2,,,
1482,William Bright,South,07-04-2022,94744,110003,41,5,20,2,,,
1483,Francisco Martinez,West,01-10-2018,40354,352643,37,1,10,5,,,
1484,Hannah Flores,West,01-06-2017,88860,327964,32,1,0,1,,,
1485,Amanda Hayes,West,17-07-2021,39504,133842,7,1,15,1,,,
1486,Matthew White,South,21-04-2024,84320,291619,10,5,15,1,,,
1487,Shane West,East,23-04-2022,33523,488920,43,3,20,1,,,
1488,Alice Clark,West,17-11-2023,104243,470596,38,2,20,1,,,
1489,Patricia Sherman,South,08-11-2016,116703,442381,27,3,0,5,,,
1490,John Brown,East,03-11-2017,63787,390083,32,5,5,3,,,
1491,Daniel Carr,North,01-05-2017,53982,124412,7,4,20,2,,,
1492,Melissa Hess,South,18-09-2023,31049,377968,48,3,20,1,,,
1493,Devon Hayes,East,26-08-2023,43381,413158,26,5,10,3,,,
1494,Danielle Tanner,South,27-07-2023,97876,43660,22,1,5,3,,,
1495,Billy Solis,East,01-08-2017,78390,280550,12,4,5,2,,,
1496,Laura Harris,East,28-09-2021,42061,226421,24,1,20,5,,,
1497,Andre Wilson,South,19-05-2019,101241,154243,46,3,10,4,,,
1498,John Kelley,North,07-01-2024,80296,491881,29,3,0,4,,,
1499,Samuel Morris,West,17-04-2023,54014,105839,32,2,15,3,,,
1500,Sherry Ford,East,15-04-2018,94535,488780,16,2,20,6,,,
1501,Miss Kim Phillips,West,22-04-2018,95191,495943,26,5,15,6,,,
1502,Sharon Reed,North,08-05-2022,81576,97259,6,3,15,2,,,
1503,Nicholas Brooks,West,01-02-2019,58147,92525,1,1,15,4,,,
1504,Louis Walsh,West,19-12-2020,98020,461111,13,2,20,3,,,
1505,Nicole Sullivan,South,16-03-2023,86148,385120,38,1,0,5,,,
1506,Robert James,South,07-05-2024,31745,325710,6,5,5,4,,,
1507,Ronnie Singleton,North,19-08-2021,52148,157384,38,1,10,3,,,
1508,Jack Larsen,South,25-01-2019,46216,108039,12,1,5,3,,,
1509,Patricia Stanley,East,26-11-2017,71929,323809,9,4,10,1,,,
1510,Tony Brennan,North,08-08-2023,92637,170472,20,5,5,5,,,
1511,Erika Cox,South,28-03-2018,89991,377491,39,2,20,1,,,
1512,Devon Smith,South,18-02-2022,52012,158633,27,4,20,2,,,
1513,Amanda Hernandez,North,02-11-2015,96313,448622,3,3,15,1,,,
1514,Amanda Mccullough,East,23-05-2024,39525,97101,24,3,10,1,,,
1515,Patricia Parker,North,25-11-2016,73348,355547,15,2,0,4,,,
1516,Natalie Johnson,South,29-03-2024,90447,39621,34,5,20,6,,,
1517,Juan Griffin,South,09-11-2017,98650,455679,32,3,10,3,,,
1518,Jeffery Garcia,North,25-12-2022,116030,358349,21,3,20,5,,,
1519,Heather Leon,East,20-07-2022,96881,99233,1,3,0,1,,,
1520,Ethan Boone,East,31-03-2020,32041,412953,33,5,10,5,,,
1521,James Dorsey,West,19-12-2020,109866,42035,11,3,15,6,,,
1522,Joshua Mcbride,East,07-09-2016,108734,122257,3,2,10,6,,,
1523,Victoria Jones,North,27-12-2020,81826,85224,22,2,0,1,,,
1524,Joseph Edwards,East,17-12-2018,105283,22974,10,2,15,2,,,
1525,Cindy Torres,East,09-05-2020,47073,34648,44,4,20,1,,,
1526,Nicole Dean,West,03-08-2021,58028,441342,38,2,15,4,,,
1527,Julia Moss,East,16-02-2016,53440,491695,24,1,20,3,,,
1528,Theresa Buckley,West,06-08-2021,62887,38612,7,3,0,2,,,
1529,Ana Montgomery,West,01-08-2023,68937,118722,49,2,5,1,,,
1530,Kayla Paul,East,21-06-2017,95045,314720,49,5,5,5,,,
1531,Lynn Walter,South,01-02-2017,91503,417799,36,5,0,2,,,
1532,Sarah Mcdonald,North,31-08-2021,107782,424402,1,5,20,2,,,
1533,Richard Jensen,North,25-09-2019,57428,35563,1,4,15,1,,,
1534,Brandon Decker,East,22-12-2020,31613,167763,26,5,20,2,,,
1535,William Huang,North,27-12-2015,78343,467553,17,4,5,5,,,
1536,Richard Brooks,North,05-12-2020,103159,339271,11,3,15,6,,,
1537,Kim Green,West,25-06-2022,90127,90994,3,1,10,2,,,
1538,Virginia Beard,South,11-12-2018,82088,409117,10,5,5,6,,,
1539,Steve Barnett,North,19-03-2022,101195,116383,2,5,0,5,,,
1540,Cynthia Harris,South,27-06-2015,75023,117083,32,4,15,1,,,
1541,Alex Smith,North,27-08-2023,59653,19034,16,4,20,3,,,
1542,Theodore Weber,South,09-11-2018,107616,308561,48,1,10,2,,,
1543,Joyce Perkins,South,14-12-2019,107512,365872,26,2,5,3,,,
1544,Clayton Simpson,North,12-12-2015,45718,221724,40,4,15,5,,,
1545,Alexander Hayes,West,13-12-2017,104877,421165,39,1,5,2,,,
1546,Joy Miller,South,02-10-2022,84219,128297,10,3,0,6,,,
1547,Lauren Buckley,South,02-07-2016,83954,438913,36,5,5,4,,,
1548,Timothy Phillips,North,02-11-2021,46296,43489,30,5,20,3,,,
1549,David Yu,South,24-03-2018,56285,142876,9,1,20,2,,,
1550,Katie Bates,South,30-04-2019,82310,88147,5,1,0,3,,,
1551,Angela Durham,West,24-08-2023,44134,70538,7,5,0,2,,,
1552,Kimberly Mills,South,22-12-2022,83642,467760,36,4,10,1,,,
1553,Jessica Hicks,West,22-09-2017,30455,207262,1,2,15,6,,,
1554,James Calderon,South,27-12-2018,103179,477088,27,3,5,3,,,
1555,Traci Haas,South,22-08-2022,100156,320021,12,2,0,4,,,
1556,Michele Ibarra,West,21-03-2020,38867,263444,16,2,15,4,,,
1557,Rebecca Kline,West,09-03-2016,55577,445872,48,2,0,5,,,
1558,Theresa Gilmore,East,05-08-2023,58647,426053,8,5,0,2,,,
1559,Sergio George,South,06-06-2017,78894,325535,25,2,10,3,,,
1560,Kevin Howard,West,28-07-2023,100635,23229,13,4,20,5,,,
1561,Matthew Castillo,South,02-03-2024,43887,430503,41,4,15,3,,,
1562,Aaron Lee,South,10-03-2022,73314,158348,10,4,10,2,,,
1563,Dr. Cindy Wolfe,South,09-03-2023,78203,233748,40,1,20,4,,,
1564,Jessica Washington,North,03-05-2020,30059,145362,33,3,0,1,,,
1565,Lindsay Smith,East,28-04-2024,42673,365810,35,4,10,4,,,
1566,Steven Flowers,North,18-10-2022,85351,60812,37,2,20,5,,,
1567,Jeffrey Clark,East,20-01-2018,118231,431338,39,1,20,6,,,
1568,Debra Pacheco,South,15-02-2021,101067,122203,28,5,10,1,,,
1569,Jorge Macdonald,South,09-08-2022,98300,178753,16,4,5,5,,,
1570,Megan Wheeler,West,30-05-2017,31794,426936,8,2,10,2,,,
1571,Bryce Ibarra,East,17-11-2020,40721,476102,33,2,0,1,,,
1572,Brenda Bean,East,12-05-2023,89286,456288,35,5,5,5,,,
1573,Mary Tucker,North,16-12-2017,35686,117632,38,1,10,2,,,
1574,Sarah Houston,East,12-01-2023,77443,257059,12,2,20,4,,,
1575,Tammy Farley,South,12-12-2015,94263,12523,15,3,15,6,,,
1576,Jennifer Dixon,West,30-04-2024,92722,267201,17,4,10,2,,,
1577,Teresa Wall,North,15-06-2021,82573,109964,27,1,20,3,,,
1578,Tina Griffith,West,19-07-2015,42888,410846,21,4,10,2,,,
1579,Michael Baldwin,East,03-09-2020,69348,276656,21,4,0,2,,,
1580,Carrie Bush MD,East,05-02-2018,43533,437842,17,5,0,6,,,
1581,Amanda Hansen,North,29-09-2017,51916,166358,27,3,20,3,,,
1582,Anthony Ramirez,East,16-01-2023,91422,280473,12,3,20,5,,,
1583,Christopher Dillon,West,10-01-2021,80525,21752,48,5,5,5,,,
1584,Mrs. Amanda Martin,South,13-09-2020,33553,126441,44,4,0,2,,,
1585,Robert Martinez,North,10-06-2016,38144,348728,36,3,15,3,,,
1586,James Greene,East,15-11-2023,89931,50103,28,4,0,3,,,
1587,Anna Garrison,West,09-03-2021,93712,262037,25,1,0,6,,,
1588,Sharon Rivera,South,12-01-2024,35437,388016,9,5,15,4,,,
1589,Jose Quinn,East,24-10-2022,62518,197151,47,5,0,5,,,
1590,Shawn Harrington,North,29-09-2015,53830,336423,37,3,10,6,,,
1591,Mario Fletcher,East,07-11-2020,104285,482823,23,1,10,1,,,
1592,Paul Oneal,East,16-01-2018,76553,223725,11,4,0,5,,,
1593,Whitney Welch,East,17-08-2022,117885,323147,1,3,0,6,,,
1594,Darrell Tran MD,South,15-12-2023,35915,16520,16,4,15,5,,,
1595,Kimberly Rodriguez,South,23-07-2021,58695,330841,13,1,0,4,,,
1596,Joseph Roberts,East,10-01-2016,105270,247962,20,2,20,1,,,
1597,Cameron Hernandez,East,11-05-2019,44703,80827,16,3,10,4,,,
1598,Diana Welch,North,01-10-2020,118035,487653,16,3,0,1,,,
1599,Amanda Mccormick,East,30-08-2017,51478,25106,35,5,20,2,,,
1600,Shannon Johnson,West,05-10-2021,97918,263349,32,2,0,6,,,
1601,Christopher Martinez,West,15-01-2020,60128,177167,23,3,5,1,,,
1602,Drew Perez,North,25-05-2018,83250,173495,25,4,20,4,,,
1603,Karen Carter,South,12-12-2020,67126,136934,43,1,10,5,,,
1604,Laurie Cherry,East,28-09-2022,76799,81660,28,2,10,1,,,
1605,Kent Foster,North,20-11-2017,88248,220039,45,5,5,6,,,
1606,Jessica Lyons,South,13-06-2023,62907,323362,2,5,20,1,,,
1607,William Hill,North,03-12-2015,37644,55863,3,4,20,3,,,
1608,Todd Stephenson,South,19-01-2024,64583,255556,31,1,15,5,,,
1609,Katie Ramos,East,01-08-2015,84560,108550,33,5,0,6,,,
1610,Angela Burns,North,25-12-2017,45185,228316,33,5,20,6,,,
1611,Amanda Terry,East,09-08-2016,71988,345267,47,1,15,2,,,
1612,Anna Lowery,North,01-04-2024,40446,209746,35,2,5,4,,,
1613,Sara Reilly,South,21-07-2020,53162,387173,36,3,5,2,,,
1614,Dr. Anna Walker,North,04-11-2021,44150,499816,26,3,5,6,,,
1615,Caleb Bennett,West,11-12-2019,71304,319139,12,1,15,5,,,
1616,Brianna Bailey,West,09-04-2016,66003,266923,44,1,10,1,,,
1617,Jessica Martin,North,17-02-2024,81746,234952,46,1,5,1,,,
1618,Alison Martinez,West,04-02-2017,96923,274578,11,4,15,5,,,
1619,Judy Sullivan,East,13-09-2020,107745,387173,6,4,15,6,,,
1620,Peter Williams,West,20-11-2018,30983,157563,25,1,0,1,,,
1621,Allen Willis,West,24-02-2022,77114,246196,46,4,5,1,,,
1622,James Smith,East,02-05-2023,81274,260488,34,3,10,1,,,
1623,Richard Vazquez,East,15-08-2017,117339,162549,35,1,15,4,,,
1624,Kimberly Mcguire,South,27-01-2024,49378,457889,21,3,10,4,,,
1625,Sherry Nicholson,East,11-10-2019,37548,56381,18,3,10,3,,,
1626,Amber Pace,North,13-04-2022,69621,462356,8,4,5,2,,,
1627,Dustin Martin,West,09-05-2018,96311,244602,34,5,5,5,,,
1628,Matthew Best,South,16-10-2018,116901,214410,48,5,0,5,,,
1629,Ryan Sanders,East,22-05-2024,119673,153944,14,2,10,5,,,
1630,Kristen Obrien,West,15-05-2024,51531,86252,19,2,10,3,,,
1631,Theodore Bryan,North,16-10-2019,47870,192608,20,5,15,4,,,
1632,William Becker,North,07-12-2021,79547,431323,4,1,15,6,,,
1633,Donald Arnold Jr.,South,19-08-2017,75738,413768,38,5,15,6,,,
1634,James Boyd,North,05-03-2019,97537,285609,32,4,10,3,,,
1635,Autumn Salazar,West,01-09-2021,44756,278064,26,5,0,6,,,
1636,Destiny Buchanan PhD,East,13-06-2020,87707,444784,28,1,20,5,,,
1637,Danielle Gray,North,09-06-2022,70830,458291,12,1,15,2,,,
1638,Aaron Neal,East,28-12-2021,40046,408684,10,2,20,1,,,
1639,Sonya Cowan,West,20-05-2016,53652,483877,41,2,0,4,,,
1640,Joshua Hinton,West,16-08-2020,85029,89613,35,1,10,4,,,
1641,Christina Martinez,East,16-05-2021,66956,299361,33,3,20,3,,,
1642,Mr. Isaac Petty,West,22-04-2023,43886,312608,14,2,5,4,,,
1643,Sarah Mcdonald,South,18-04-2020,116281,315451,40,4,10,5,,,
1644,Monica Oneal,North,30-04-2018,61823,78275,23,3,5,6,,,
1645,Corey James,South,27-06-2021,68948,195047,18,4,0,5,,,
1646,Jerome Martin,South,20-07-2018,43322,482597,44,4,20,3,,,
1647,Ryan Sanford,South,08-08-2016,103330,137211,12,1,20,5,,,
1648,Brenda Jensen,East,10-06-2016,36162,473812,42,3,0,6,,,
1649,Miranda Lewis,East,04-05-2023,112293,197264,36,2,0,2,,,
1650,Rhonda Green,West,19-03-2016,35905,329698,25,1,10,3,,,
1651,Lauren Edwards,East,12-05-2022,87483,493613,37,5,0,2,,,
1652,Ashley Mckinney,West,04-12-2015,68457,282806,40,2,15,1,,,
1653,Melissa Moore,East,12-07-2021,114940,392670,22,5,5,2,,,
1654,Zachary Parker,West,04-09-2020,45380,215293,6,1,0,1,,,
1655,Elizabeth Peck,North,10-04-2019,45508,420617,16,4,15,1,,,
1656,Thomas Walker,West,18-10-2015,49676,406706,23,4,20,2,,,
1657,Ryan Klein,North,16-05-2022,118796,127572,9,3,0,3,,,
1658,Yesenia Chavez,West,04-10-2015,102433,471566,43,2,5,6,,,
1659,Michael Colon,East,26-09-2022,31564,446165,35,5,5,5,,,
1660,Jason Morris,East,19-08-2021,43870,264474,29,5,10,5,,,
1661,Ronald Johnson,North,01-06-2020,44219,375362,14,3,20,6,,,
1662,Denise Murphy,South,28-03-2021,111977,479310,5,2,20,1,,,
1663,Michael Yang DVM,South,24-03-2024,49880,220261,21,4,5,1,,,
1664,Kyle Moore,West,17-01-2016,40379,382090,6,1,15,3,,,
1665,Tamara Fuentes,East,04-01-2018,84294,402737,1,3,5,4,,,
1666,Christopher Sherman,South,05-12-2023,32948,167304,31,1,0,2,,,
1667,Richard Burgess,East,07-05-2017,65902,455432,45,1,10,1,,,
1668,Daniel Green,East,17-07-2015,113507,233926,41,3,0,5,,,
1669,Andrea Oconnor,East,08-10-2022,38969,125277,28,5,20,3,,,
1670,Joseph Miller,West,07-09-2018,92805,182666,3,2,0,2,,,
1671,Tyler Nicholson,North,05-11-2018,50646,366296,38,5,20,3,,,
1672,James Garcia,West,15-12-2017,90566,138787,23,4,10,2,,,
1673,Anna Nelson,South,01-09-2017,85818,100319,40,2,20,2,,,
1674,Kelly Bush,North,19-11-2023,93451,159689,4,3,10,6,,,
1675,Benjamin Chapman,South,15-12-2020,33678,428768,6,3,15,1,,,
1676,Dennis Moran,North,12-01-2023,98879,298784,12,3,15,3,,,
1677,Jared Ward,North,11-02-2021,34014,420913,12,1,10,3,,,
1678,Cody Chambers,West,12-04-2019,35107,231161,7,3,5,6,,,
1679,Ryan Fernandez,East,14-11-2017,67423,284685,28,4,10,5,,,
1680,Matthew Peck,East,29-10-2023,62332,27354,26,4,20,5,,,
